Address;Price;Beds;Baths;Sizes
3750 Santa Rosalia Dr Apt 305, Los Angeles, CA 90008;$665,000;2;2;1,110sqft
1322 W 3rd St, San Pedro, CA 90732;$799,000;4;2;1,502sqft
1615 S Ridgeley Dr, Los Angeles, CA 90019;$985,000;2;1;960sqft
889 Francisco St Unit 803, Los Angeles, CA 90017;$839,000;1;1.5;920sqft
14955 Bassett St, Van Nuys, CA 91405;$799,000;3;1;1,145sqft
4822 Druid St, Los Angeles, CA 90032;$797,500;3;1;1,080sqft
20742 Lull St, Winnetka, CA 91306;$979,900;4;2;1,744sqft
5904 Ranchito Ave, Valley Glen, CA 91401;$1,650,000;5;3.5;3,382sqft
89 Fremont Pl, Los Angeles, CA 90005;$6,000,000;4;5;4,868sqft
1932 Pelham Ave Unit 401, Los Angeles, CA 90025;$1,049,000;2;2;1,532sqft
8150 Morse Ave, North Hollywood, CA 91605;$1,060,000;3;3;1,599sqft
3875 Filion St, Los Angeles, CA 90065;$875,000;2;1;600sqft
11910 Mayfield Ave Apt 106, Los Angeles, CA 90049;$1,025,000;3;2;1,476sqft
4557 Don Timoteo Dr, Los Angeles, CA 90008;$2,095,000;3;2;2,343sqft
3728 Berry Dr, Studio City, CA 91604;$2,090,000;5;3;2,419sqft
24201 Burbank Blvd, Woodland Hills, CA 91367;$1,499,000;4;2;1,944sqft
1672 Clear View Dr, Beverly Hills, CA 90210;$15,995,000;5;8;8,909sqft
1604 Sunset Plaza Dr, Los Angeles, CA 90069;$3,200,000;4;4.5;3,304sqft
264 Tavistock Ave, Los Angeles, CA 90049;$3,695,000;5;4.5;4,005sqft
3958 Murietta Ave, Sherman Oaks, CA 91423;$2,750,000;4;4;2,756sqft
818 Palms Blvd, Venice, CA 90291;$2,200,000;3;3;1,310sqft
12035 Marine St, Los Angeles, CA 90066;$2,785,000;4;3;2,829sqft
17318 Tramonto Dr Unit 701, Pacific Palisades, CA 90272;$4,120,000;3;3.5;3,488sqft
17326 Tramonto Dr Unit 408, Pacific Palisades, CA 90272;$4,350,000;5;5.5;4,443sqft
8801 Eton Ave Spc 103, Canoga Park, CA 91304;$155,000;2;2;1,536sqft
332 W 60th St, Los Angeles, CA 90003;$435,000;3;1;1,104sqft
5700 Etiwanda Ave Unit 212, Tarzana, CA 91356;$379,000;2;1;855sqft
8221 Langdon Ave Unit 101, Van Nuys, CA 91406;$320,000;1;1;772sqft
Corterra 14801 Plummer Street, Panorama City, CA 91402;Contact For Price;3;2.5;1,805sqft
5339 Newcastle Ave Unit 305, Encino, CA 91316;$545,000;2;2;1,253sqft
5139 Balboa Blvd Unit 11, Encino, CA 91316;$650,000;2;2.5;1,486sqft
13801 Oxnard St Apt 206, Valley Glen, CA 91401;$569,900;2;2;1,124sqft
20300 Vanowen St Apt 11, Winnetka, CA 91306;$739,000;4;2.5;1,824sqft
Corterra 14801 Plummer Street, Panorama City, CA 91402;Contact For Price;4;2.5;1,878sqft
3463 W 71st St, Los Angeles, CA 90043;$735,000;3;2;964sqft
3300 S Sepulveda Blvd Apt G11, Los Angeles, CA 90034;$649,000;3;2;1,226sqft
5460 White Oak Ave Unit C302, Encino, CA 91316;$420,000;2;2;990sqft
1115 W 65th St, Los Angeles, CA 90044;$760,000;3;2;1,522sqft
1643 W 36th Pl, Los Angeles, CA 90018;$999,000;6;3;2,454sqft
817 N Marianna Ave, Los Angeles, CA 90063;$1,050,000;6;4;2,152sqft
7342 Loma Verde Ave, Canoga Park, CA 91303;$1,049,900;7;4;2,215sqft
1041 W 187th Pl, Gardena, CA 90248;$839,000;3;2;1,061sqft
10950 Haskell Ave, Granada Hills, CA 91344;$953,895;3;2;2,047sqft
340 N Occidental Blvd, Los Angeles, CA 90026;$1,299,000;3;2;1,736sqft
1820 Canyon Dr Apt 301, Los Angeles, CA 90028;$875,000;2;2;1,306sqft
629 Eastmont Ave, East Los Angeles, CA 90022;$799,000;5;3;1,897sqft
2306 Lyric Ave, Los Angeles, CA 90027;$1,299,995;3;2;1,713sqft
2500 Hollyridge Dr, Los Angeles, CA 90068;$2,395,000;3;3;2,776sqft
100 S Alameda St Unit 130, Los Angeles, CA 90012;$585,000;1;1;874sqft
6121 Alcove Ave, Valley Glen, CA 91606;$1,099,999;3;2;1,620sqft
6227 Lindenhurst Ave, Los Angeles, CA 90048;$2,999,000;4;3.5;2,877sqft
4011 W 28th St, Los Angeles, CA 90018;$1,500,000;10;6;4,860sqft
5083 Highland View Ave, Los Angeles, CA 90041;$1,250,000;3;3.5;2,152sqft
20749 Parthenia St, Winnetka, CA 91306;$2,499,000;9;6;3,900sqft
12814 Collins St, Valley Village, CA 91607;$1,469,000;3;2.5;1,760sqft
2160 Estes Rd, Los Angeles, CA 90041;$1,599,000;3;2;1,791sqft
1437 S Gaffey St, San Pedro, CA 90731;$1,100,000;9;6;3,510sqft
4450 Yosemite Way, Los Angeles, CA 90065;$1,495,000;3;2;1,562sqft
200 S Westlake Ave, Los Angeles, CA 90057;$2,095,000;12;12;8,740sqft
2137 Lemoyne St, Los Angeles, CA 90026;$2,095,000;3;3;1,580sqft
7106 Knowlton Pl, Los Angeles, CA 90045;$1,699,000;4;3;1,998sqft
7544 Flight Ave, Los Angeles, CA 90045;$1,450,000;3;2;1,726sqft
740 Lachman Ln, Pacific Palisades, CA 90272;$3,900,000;4;2;2,636sqft
3946 Coolidge Ave, Los Angeles, CA 90066;$1,850,000;3;2;1,444sqft
2084 Barnett Rd, Los Angeles, CA 90032;$550,000;2;1;788sqft
1040 Beacon Ave, Los Angeles, CA 90015;$1,695,000;18;11;6,236sqft
6322 8th Ave, Los Angeles, CA 90043;$620,000;2;1.5;1,106sqft
7337 Ethel Ave Spc 5, North Hollywood, CA 91605;$90,000;1;1;560sqft
10336 Larwin Ave, Chatsworth, CA 91311;$639,900;4;3;2,008sqft
4542 Coldwater Canyon Ave Apt 2, Studio City, CA 91604;$699,000;2;2;1,475sqft
1132 E 27th St, Los Angeles, CA 90011;$650,000;4;2;1,486sqft
20800 Spruce Cir, Porter Ranch, CA 91326;$1,475,000;5;4;2,799sqft
20930 Parthenia St Unit 113, Canoga Park, CA 91304;$309,000;1;1;606sqft
11332 Bolas St, Los Angeles, CA 90049;$1,895,000;2;2;1,177sqft
8321 Jake Ln, West Hills, CA 91304;$849,000;4;3;2,173sqft
4315 Fisher St, Los Angeles, CA 90022;$599,000;2;1;764sqft
1218 N Bonnie Beach Pl, City Terrace, CA 90063;$995,999;4;3;2,043sqft
22809 Del Valle St Apt 10, Woodland Hills, CA 91364;$475,000;2;3;880sqft
1839 W 49th St, Los Angeles, CA 90062;$979,000;3;2;2,294sqft
6820 Texhoma Ave, Lake Balboa, CA 91406;$950,000;4;3;2,228sqft
5050 Coldwater Canyon Ave Apt 202, Sherman Oaks, CA 91423;$595,000;2;2;1,039sqft
1333 W 14th St, San Pedro, CA 90732;$1,050,000;4;2;2,204sqft
3940 Mandeville Canyon Rd, Los Angeles, CA 90049;$1,995,000;3;2;1,800sqft
1300 Midvale Ave Apt 603, Los Angeles, CA 90024;$639,000;1;1;765sqft
10402 McBroom St, Shadow Hills, CA 91040;$1,200,000;3;2;1,747sqft
10713 Tabor St, Los Angeles, CA 90034;$1,895,000;6;4;2,177sqft
622 W 2nd St, San Pedro, CA 90731;$850,000;3;3;1,100sqft
224 3rd Ave, Venice, CA 90291;$5,495,000;4;3.5;The squareFeet cannot be shown
10633 Kinnard Ave Apt 1, Los Angeles, CA 90024;$950,000;2;2;1,405sqft
765 Westholme Ave, Los Angeles, CA 90024;$5,900,000;4;3.5;5,655sqft
5916 Marmion Way, Highland Park, CA 90042;$998,000;5;3;1,764sqft
10630 Langmuir Ave, Sunland, CA 91040;$989,000;3;2.5;1,759sqft
13957 Otsego St, Sherman Oaks, CA 91423;$1,399,000;3;2;1,413sqft
3844 Ridgemoor Dr, Studio City, CA 91604;$1,800,000;3;2;1,246sqft
4411 Los Feliz Blvd Apt 801, Los Angeles, CA 90027;$965,000;1;2;1,076sqft
1830 N Stanley Ave, Los Angeles, CA 90046;$6,995,000;5;4.5;5,290sqft
325 Brooks Ave, Venice, CA 90291;$3,395,000;3;3.5;2,296sqft
4151 Redwood Ave Apt 311, Los Angeles, CA 90066;$1,475,000;3;3.5;1,500sqft
23218 Hatteras St, Woodland Hills, CA 91367;$1,699,000;3;2.5;1,994sqft
11415 Venice Blvd, Los Angeles, CA 90066;$5,995,000;17;16;8,864sqft
1456 Sunrise Ln, San Pedro, CA 90731;$962,560;3;2.5;1,828sqft
1530 Camden Ave Ph 1, Los Angeles, CA 90025;$1,489,000;2;2;2,156sqft
219 Horizon Ave, Venice, CA 90291;$2,888,000;5;3;2,564sqft
1460 Sunrise Ln, San Pedro, CA 90731;$1,002,505;4;3.5;1,828sqft
1472 Sunrise Ln, San Pedro, CA 90731;$948,670;3;3.5;1,754sqft
16647 Bienveneda Pl, Pacific Palisades, CA 90272;$5,395,000;4;5.5;4,314sqft
218 E 85th St, Los Angeles, CA 90003;$695,000;3;2;1,320sqft
1515 Glendon Ave, Los Angeles, CA 90024;$2,995,000;4;4;2,657sqft
7009 Makee Ave, Los Angeles, CA 90001;$485,000;4;3;1,887sqft
9921 Edmore Pl, Sun Valley, CA 91352;$750,000;4;2;2,012sqft
16937 S Denver Ave, Gardena, CA 90248;$745,000;4;2;1,377sqft
14947 Dickens St Apt 4, Sherman Oaks, CA 91403;$625,000;2;2;1,192sqft
5460 White Oak Ave Unit G206, Encino, CA 91316;$395,000;2;2;990sqft
15312 San Jose St, Mission Hills, CA 91345;$790,000;3;2;1,483sqft
20217 Wyandotte St, Winnetka, CA 91306;$999,000;4;3;2,531sqft
9206 S Harvard Blvd, Los Angeles, CA 90047;$975,000;5;3;2,086sqft
3639 E 6th St, Los Angeles, CA 90023;$950,000;5;3;2,520sqft
4051 Abourne Rd Apt B, Los Angeles, CA 90008;$349,975;1;1;736sqft
4617 7th Ave, Los Angeles, CA 90043;$898,000;4;2;1,728sqft
7959 Woodlake Ave, West Hills, CA 91304;$1,249,000;6;3;2,660sqft
22749 Strathern St, West Hills, CA 91304;$999,900;4;2;1,651sqft
3750 Santa Rosalia Dr Apt 204, Los Angeles, CA 90008;$649,000;2;2;1,110sqft
23314 Welby Way, West Hills, CA 91307;$949,000;4;4;1,993sqft
9230 Aqueduct Ave, North Hills, CA 91343;$975,000;3;2;1,620sqft
1403 S Dodson Ave, San Pedro, CA 90732;$1,050,000;3;2;1,390sqft
1334 Angelus Ave, Los Angeles, CA 90026;$1,450,000;3;2;1,745sqft
689 W 12th St, San Pedro, CA 90731;$975,000;5;4;2,520sqft
4052 Jennings Dr, Los Angeles, CA 90032;$1,499,000;4;3.5;2,443sqft
2018 Griffith Park Blvd Apt 307, Los Angeles, CA 90039;$849,000;2;2;1,209sqft
1222 W Gage Ave, Los Angeles, CA 90044;$1,375,000;10;6;3,850sqft
1731 Summitridge Dr, Beverly Hills, CA 90210;$25,000,000;6;8.5;10,556sqft
819 N Spaulding Ave, Los Angeles, CA 90046;$1,900,000;4;2;2,318sqft
8710 Lookout Mountain Ave, Los Angeles, CA 90046;$2,495,000;5;4;3,201sqft
15916 Sunburst St, North Hills, CA 91343;$2,499,000;5;5;3,048sqft
12044 Hoffman St Unit 101, Studio City, CA 91604;$1,079,000;3;3;1,693sqft
914 Chantilly Rd, Los Angeles, CA 90077;$4,895,000;4;4.5;3,841sqft
11500 Tennessee Ave Unit 128, Los Angeles, CA 90064;$1,399,000;3;3;1,811sqft
3335 Dona Rosa Dr, Studio City, CA 91604;$2,995,000;3;2.5;3,392sqft
640 Hightree Rd, Santa Monica, CA 90402;$7,995,000;4;2.5;3,985sqft
2200 Valentine St, Los Angeles, CA 90026;$1,795,000;3;3;2,428sqft
13600 Marina Pointe Dr Unit 1412, Marina del Rey, CA 90292;$2,050,000;2;2.5;1,920sqft
12111 Alberta Dr, Culver City, CA 90230;$1,350,000;3;2;1,292sqft
13082 Mindanao Way Apt 20, Marina del Rey, CA 90292;$1,759,000;4;3.5;2,295sqft
1641 Stradella Rd, Los Angeles, CA 90077;$5,450,000;4;7;5,450sqft
1240 Morningside Way, Venice, CA 90291;$6,299,000;5;6;5,964sqft
6119 Brynhurst Ave, Los Angeles, CA 90043;$6,000,000;56;43;23,258sqft
1359 S Union Ave, Los Angeles, CA 90015;$699,000;5;2;1,634sqft
744 E 138th St, Los Angeles, CA 90059;$540,000;3;2;1,363sqft
1547 W 46th St, Los Angeles, CA 90062;$829,999;4;4;2,300sqft
8847 Willis Ave Unit 36, Panorama City, CA 91402;$300,000;2;2;964sqft
460 S Spring St Apt 813, Los Angeles, CA 90013;$595,000;2;2;1,004sqft
1816 E 63rd St, Los Angeles, CA 90001;$450,000;2;1;628sqft
2162 N Marianna Ave, Los Angeles, CA 90032;$649,000;2;2;1,000sqft
20359 Ingomar St, Winnetka, CA 91306;$975,000;4;2.5;2,548sqft
14287 Foothill Blvd Unit 29, Sylmar, CA 91342;$499,900;3;3;1,273sqft
1631 W 59th St, Los Angeles, CA 90047;$649,900;2;2;800sqft
7769 Via Sorrento, Burbank, CA 91504;$595,000;2;1.5;1,151sqft
5463 4th Ave, Los Angeles, CA 90043;$969,000;4;2;1,536sqft
10258 Glade Ave, Chatsworth, CA 91311;$990,000;3;2.5;2,101sqft
2521 2nd Ave, Los Angeles, CA 90018;$1,150,000;5;3;3,050sqft
4921 Ithaca Ave, Los Angeles, CA 90032;$699,000;2;1;536sqft
822 E 84th Pl, Los Angeles, CA 90001;$849,900;5;3;1,529sqft
9946 Sepulveda Blvd Apt 5, Mission Hills San Fer, CA 91345;$520,000;2;2;975sqft
10424 Clybourn Ave, Sunland, CA 91040;$725,000;2;1;728sqft
1610 Hauser Blvd, Los Angeles, CA 90019;$1,353,000;4;3;3,507sqft
9037 N Noble Ave, North Hills, CA 91343;$799,000;3;2.5;1,750sqft
11020 Herrick Ave, Pacoima, CA 91331;$619,900;3;1;936sqft
4111 S Halldale Ave, Los Angeles, CA 90062;$1,179,000;7;6;2,693sqft
2150 Marathon St, Los Angeles, CA 90026;$1,025,000;2;1;952sqft
5257 S Figueroa St, Los Angeles, CA 90037;$2,499,000;20;20;7,798sqft
8636 W Olympic Blvd Apt 3, Los Angeles, CA 90035;$1,175,000;3;2.5;1,678sqft
2621 Hillcrest Dr, Los Angeles, CA 90016;$1,099,000;5;4;2,289sqft
24115 Victory Blvd, West Hills, CA 91307;$949,900;4;3;2,100sqft
783 Gatun St Unit 219, San Pedro, CA 90731;$950,000;3;3;1,938sqft
10401 Shirley Ave, Porter Ranch, CA 91326;$1,499,000;4;3;2,748sqft
12039 Havana Ave, Sylmar, CA 91342;$1,199,000;6;4;2,854sqft
1483 Westerly Ter, Los Angeles, CA 90026;$1,499,000;4;2;2,321sqft
10037 Rubio Ave, North Hills, CA 91343;$924,995;3;2.5;1,598sqft
11415 Braddock Dr, Culver City, CA 90230;$1,325,000;3;2;1,294sqft
20524 Vista De Oro Pl, Woodland Hills, CA 91364;$1,755,000;5;5.5;3,750sqft
3871 Welland Ave, Los Angeles, CA 90008;$1,300,000;3;2;1,744sqft
3118 Weldon Ave, Glassell Park, CA 90065;$1,299,000;4;3;2,584sqft
6704 Alvern St, Los Angeles, CA 90056;$2,495,000;6;5;4,117sqft
11121 Queensland St Unit D27, Los Angeles, CA 90034;$565,000;2;1;854sqft
16843 W Sunset Blvd, Pacific Palisades, CA 90272;$3,200,000;4;3.5;3,432sqft
1257 Brockton Ave Unit 101, Los Angeles, CA 90025;$1,175,000;3;2;1,670sqft
1335 Roxbury Dr, Los Angeles, CA 90035;$2,950,000;8;4;4,072sqft
2000 Oakwood Ave, Venice, CA 90291;$3,495,000;5;5;3,100sqft
2615 Juliet St, Los Angeles, CA 90007;$950,000;4;4;3,360sqft
1100 S Grand Ave Unit A307, Los Angeles, CA 90015;$750,000;2;2;1,090sqft
112 E 76th Pl, Los Angeles, CA 90003;$615,000;3;2;1,152sqft
18620 Hatteras St Unit 164, Tarzana, CA 91356;$485,000;3;2;1,103sqft
10943 Laurel Canyon Blvd Unit 4, San Fernando, CA 91340;$359,900;2;2;841sqft
2012 W 70th St, Park Hills Heights, CA 90047;$830,000;2;2;1,532sqft
1143 S Westmoreland Ave Apt 4, Los Angeles, CA 90006;$569,000;1;1;1,080sqft
15070 Oro Grande St, Sylmar, CA 91342;$775,000;4;2;1,540sqft
3010 S Harvard Blvd, Los Angeles, CA 90018;$1,025,000;3;2;1,400sqft
1814 W 36th St, Los Angeles, CA 90018;$995,000;4;2.5;1,570sqft
10532 Andasol Ave, Granada Hills, CA 91344;$879,000;3;2;1,581sqft
2111 N Cahuenga Blvd Unit 6, Los Angeles, CA 90068;$965,000;2;3;1,588sqft
11937 Rialto St, Sun Valley, CA 91352;$949,999;5;2.5;1,736sqft
16915 Index St, Granada Hills, CA 91344;$969,000;4;2;1,672sqft
3419 Ferncroft Rd, Los Angeles, CA 90039;$1,039,000;2;1;1,006sqft
9203 Swinton Ave, North Hills, CA 91343;$799,000;3;2;1,262sqft
17540 Baltar St, Northridge, CA 91325;$1,399,999;4;4;2,465sqft
2320 S Bentley Ave Apt 105, Los Angeles, CA 90064;$695,000;1;2;1,045sqft
2519 Hutton Dr, Beverly Hills, CA 90210;$2,099,000;3;3;2,040sqft
8700 Airlane Ave, Los Angeles, CA 90045;$1,295,000;4;2;1,285sqft
3223 W 6th St Unit 1002, Los Angeles, CA 90020;$1,250,000;2;3;1,670sqft
8310 Kirkwood Dr, Los Angeles, CA 90046;$1,695,000;4;3;2,135sqft
14204 Hortense St, Sherman Oaks, CA 91423;$1,295,000;4;2;1,664sqft
3407 Huxley St Apt 39, Los Angeles, CA 90027;$625,000;1;1;629sqft
3111 Ocean Front Walk, Venice, CA 90292;$12,800,000;5;9;8,000sqft
12661 Bluff Creek Dr, Los Angeles, CA 90094;$2,750,000;4;3.5;2,688sqft
4454 Simpson Ave, Studio City, CA 91607;$1,799,000;3;2.5;2,018sqft
413 S Mansfield Ave, Los Angeles, CA 90036;$1,825,000;3;2;1,675sqft
850 N Croft Ave Apt 101, Los Angeles, CA 90069;$1,425,000;2;2;1,682sqft
1311 W 218th St, Torrance, CA 90501;$1,880,000;7;3;2,773sqft
2221 Griffin Ave, Los Angeles, CA 90031;$1,795,000;10;7;4,644sqft
17009 Cotter Pl, Encino, CA 91436;$2,099,000;4;2.5;2,523sqft
16201 Meadowcrest Rd, Sherman Oaks, CA 91403;$3,050,000;5;4;3,835sqft
15105 Mulholland Dr, Los Angeles, CA 90077;$8,500,000;5;5.5;10,463sqft
23757 Kivik St, Woodland Hills, CA 91367;$1,750,000;3;2;2,232sqft
10641 Whipple St, North Hollywood, CA 91602;$2,100,000;5;4;3,227sqft
12750 Sanford St, Los Angeles, CA 90066;$1,400,000;3;2;1,618sqft
8656 Skyline Dr, Los Angeles, CA 90046;$2,199,000;2;2;1,066sqft
427 N Bundy Dr, Los Angeles, CA 90049;$3,495,000;5;4;3,294sqft
512 N Sweetzer Ave, Los Angeles, CA 90048;$2,195,000;3;3.5;2,069sqft
591 Paseo Miramar, Pacific Palisades, CA 90272;$3,995,000;3;2.5;2,847sqft
10359 Rochester Ave, Los Angeles, CA 90024;$2,695,000;3;2;2,179sqft
9315 Burnet Ave Unit 109, North Hills, CA 91343;$729,999;4;3;1,682sqft
1946 E 76th St, Los Angeles, CA 90001;$650,000;3;2;1,140sqft
2817 Bullard Ave, Los Angeles, CA 90032;$860,000;2;2;1,536sqft
15503 Chase St, North Hills, CA 91343;$735,000;3;2.5;1,595sqft
10911 Bluffside Dr Apt 19, Studio City, CA 91604;$749,000;2;2;1,136sqft
1741 W 65th St, Los Angeles, CA 90047;$795,000;2;1;1,196sqft
10864 Wolcott Pl, Mission Hills, CA 91345;$845,000;5;3;2,036sqft
5116 Stratford Rd, Los Angeles, CA 90042;$849,900;2;1;936sqft
18307 Burbank Blvd Unit 86, Tarzana, CA 91356;$365,000;1;1;724sqft
7777 W 91st St Unit B1157, Playa Del Rey, CA 90293;$639,000;2;2;1,050sqft
387 Museum Dr, Los Angeles, CA 90065;$899,000;2;2;1,261sqft
2316 Michigan Ave, Los Angeles, CA 90033;$1,199,000;6;6;3,796sqft
18740 Covello St, Reseda, CA 91335;$835,000;3;2;1,300sqft
5006 Haskell Ave, Encino, CA 91436;$1,399,000;4;3;1,895sqft
19631 Runnymede St Unit 6, Reseda, CA 91335;$619,000;3;2.5;1,257sqft
1758 W 38th St, Los Angeles, CA 90062;$650,000;2;2.5;1,160sqft
22536 Cantlay St, West Hills, CA 91307;$1,249,000;4;3;3,213sqft
7339 Lasaine Ave, Lake Balboa, CA 91406;$799,000;2;2;1,020sqft
5928 Tobias Ave, Sherman Oaks, CA 91411;$1,795,000;6;4;2,700sqft
1827 W 24th St, Los Angeles, CA 90018;$1,695,000;7;5;3,780sqft
331 N Laurel Ave, Los Angeles, CA 90048;$2,595,000;3;2;1,708sqft
17201 Luverne Pl, Encino, CA 91316;$1,950,000;4;5;3,355sqft
987 W Avenue 37, Los Angeles, CA 90065;$1,699,000;4;3;2,714sqft
10477 Laurel Canyon Blvd, Los Angeles, CA 91331;$999,999;6;4;The squareFeet cannot be shown
6132 Van Noord Ave, Valley Glen, CA 91401;$1,199,990;3;2;1,615sqft
20110 Labrador St, Chatsworth, CA 91311;$949,999;3;2;1,348sqft
2970 San Marino St, Los Angeles, CA 90006;$1,499,950;4;2;3,048sqft
103 S Cabrillo Ave, San Pedro, CA 90731;$895,000;4;2;1,778sqft
22211 Avenue San Luis, Woodland Hills, CA 91364;$1,200,000;3;2;1,592sqft
1500 Camden Ave Apt 2E, Los Angeles, CA 90025;$899,000;2;2;1,435sqft
3418 LA Sombra Dr, Los Angeles, CA 90068;$2,395,000;4;3;2,801sqft
811 N Kenmore Ave, Los Angeles, CA 90029;$995,000;2;1;1,435sqft
11462 Laurelcrest Dr, Studio City, CA 91604;$2,295,000;4;3.5;3,242sqft
308 N Sycamore Ave Apt 504, Los Angeles, CA 90036;$2,250,000;3;2.5;2,325sqft
641 Lachman Ln, Pacific Palisades, CA 90272;$2,850,000;2;2;1,644sqft
11252 W Sunset Blvd, Los Angeles, CA 90049;$2,895,000;4;3;2,401sqft
232 S Norton Ave, Los Angeles, CA 90004;$3,500,000;5;4.5;3,378sqft
13618 Addison St, Sherman Oaks, CA 91423;$1,795,000;4;2;2,082sqft
450 S Burlington Ave, Los Angeles, CA 90057;$3,575,000;25;18;14,140sqft
8029 Willow Glen Rd, Los Angeles, CA 90046;$4,350,000;4;5;3,713sqft
14319 Senda De Maya, Sylmar, CA 91342;$705,000;4;3;1,766sqft
119 N Mountain View Ave, Los Angeles, CA 90026;$849,000;2;2.5;1,300sqft
2237 1/2 W Avenue 33, Los Angeles, CA 90065;$495,000;1;1.5;697sqft
1447 N Marine Ave, Wilmington, CA 90744;$899,999;6;3;2,174sqft
6727 4th Ave, Los Angeles, CA 90043;$670,000;3;1;1,181sqft
15994 Filbert St, Sylmar, CA 91342;$1,051,000;4;2;2,284sqft
11301 Yarmouth Ave, Granada Hills, CA 91344;$1,499,999;4;4.5;3,740sqft
9730 LA Canada Way, Shadow Hills, CA 91040;$814,000;3;2;1,400sqft
4425 Whitsett Ave Unit 212, Studio City, CA 91604;$729,000;2;1.5;1,271sqft
3776 Dublin Ave, Los Angeles, CA 90018;$1,395,000;3;2;1,808sqft
5412 Lindley Ave Unit 222, Encino, CA 91316;$399,000;1;1;795sqft
8831 N Lindley Ave, Northridge, CA 91325;$739,000;3;2;1,013sqft
6244 Simpson Ave, North Hollywood, CA 91606;$899,900;3;1;1,195sqft
11901 W Sunset Blvd Apt 201, Los Angeles, CA 90049;$999,000;2;2;1,666sqft
10412 Eldora Ave, Sunland, CA 91040;$725,000;3;3;1,148sqft
7244 Chicopee Ave, Lake Balboa, CA 91406;$728,000;2;1;944sqft
806 W Sepulveda St, San Pedro, CA 90731;$879,000;4;3;2,160sqft
13834 Ordin Ranch Rd, Valley Glen, CA 91401;$2,099,000;5;4.5;3,594sqft
9945 Beverly Grove Dr, Beverly Hills, CA 90210;$25,800,000;6;7.5;10,485sqft
11831 Avon Way Apt 301, Los Angeles, CA 90066;$975,000;3;3;1,480sqft
1173 S Hayworth Ave, Los Angeles, CA 90035;$1,999,000;6;4;4,108sqft
10756 Woodbine St, Los Angeles, CA 90034;$1,850,000;6;4;2,396sqft
5470 Dahlia Dr, Los Angeles, CA 90041;$1,995,000;4;3;2,242sqft
5326 Stratford Rd, Los Angeles, CA 90042;$899,000;2;1;1,005sqft
15320 Kingswood Ln, Sherman Oaks, CA 91403;$2,695,000;4;4.5;3,205sqft
1111 S Grand Ave Apt 518, Los Angeles, CA 90015;$1,650,000;2;2;2,070sqft
13046 Woodbridge St, Studio City, CA 91604;$1,998,000;3;3;2,402sqft
1341 Sierra Alta Way, Los Angeles, CA 90069;$2,995,000;3;2.5;2,574sqft
4326 Pampas Rd, Woodland Hills, CA 91364;$1,595,000;4;2;2,070sqft
1579 Michael Ln, Pacific Palisades, CA 90272;$1,825,000;3;3;1,857sqft
11768 Iowa Ave, Los Angeles, CA 90025;$2,974,000;4;4;3,175sqft
1813 Alder Dr, Los Angeles, CA 90065;$1,349,000;3;2;1,400sqft
3537 Multiview Dr, Los Angeles, CA 90068;$1,895,000;2;2.5;2,558sqft
1721 McCollum St, Los Angeles, CA 90026;$2,595,000;4;2.5;2,496sqft
10539 Clarkson Rd, Los Angeles, CA 90064;$2,799,000;4;2;2,586sqft
1902 S Westgate Ave, Los Angeles, CA 90025;$2,095,000;3;3;2,144sqft
11318 Biona Dr, Los Angeles, CA 90066;$1,450,000;2;1;896sqft
6411 W 85th Pl, Los Angeles, CA 90045;$1,999,999;3;2;1,812sqft
1608 Silver Lake Blvd, Los Angeles, CA 90026;$1,498,000;4;3;2,380sqft
1505 S Bentley Ave Apt 302, Los Angeles, CA 90025;$1,169,000;2;2;1,724sqft
8152 Billowvista Dr, Playa Del Rey, CA 90293;$2,445,000;4;4.5;3,556sqft
12652 W Sunset Blvd, Los Angeles, CA 90049;$3,695,000;4;4.5;3,706sqft
232 E Gage Ave, Los Angeles, CA 90003;$455,000;3;2;1,404sqft
12708 Daventry St, Pacoima, CA 91331;$624,999;3;2;1,389sqft
10854 Debra Ave, Granada Hills, CA 91344;$699,000;3;2;1,834sqft
9417 Dempsey Ave, North Hills, CA 91343;$889,000;4;3;2,026sqft
1027 E 22nd St, Los Angeles, CA 90011;$1,100,000;5;5;3,286sqft
5264 Satsuma Ave Unit 19, North Hollywood, CA 91601;$799,000;3;2;1,840sqft
21001 Plummer St Spc 67, Chatsworth, CA 91311;$118,000;2;2;The squareFeet cannot be shown
8328 Gladbeck Ave, Northridge, CA 91324;$1,049,000;4;3;2,299sqft
7071 Deveron Ridge Rd, West Hills, CA 91307;$899,000;3;2;1,820sqft
6145 Ensign Ave, North Hollywood, CA 91606;$725,000;3;2;1,325sqft
22653 Margarita Dr, Woodland Hills, CA 91364;$1,150,000;3;3;2,188sqft
21667 Yucatan Ave, Woodland Hills, CA 91364;$1,349,000;4;3;2,830sqft
219 N Avenue 59, Highland Park, CA 90042;$1,049,000;2;2;828sqft
16725 Marilla St, Northridge, CA 91343;$840,000;3;2;1,502sqft
6812 Castle Peak Dr, West Hills, CA 91307;$1,298,888;4;2.5;2,417sqft
642 W 108th St, Los Angeles, CA 90044;$625,000;3;1;1,100sqft
2925 Phelps Ave, Los Angeles, CA 90032;$850,000;3;1;876sqft
1353 Laveta Ter, Los Angeles, CA 90026;$1,985,000;3;3;2,909sqft
10600 Johanna Ave, Shadow Hills, CA 91040;$1,595,000;4;4;2,736sqft
10135 Haskell Ave, Granada Hills, CA 91343;$889,950;3;2;1,464sqft
